StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q4,Q6,Q7,Q8,Q9,Q9_14_TEXT,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18,Q20_1,Q21,Q22,Q23,Q24,Q25_1,Q26,Q27,Q28,Q29,Q24 - Parent Topics,Q24 - Topics,Q9_14_TEXT - Parent Topics,Q9_14_TEXT - Topics,Q_UnansweredPercentage,Q_UnansweredQuestions,Q24 - Topic Hierarchy Level 1,Q9_14_TEXT - Topic Hierarchy Level 1
2025-03-27 12:30:26,2025-03-27 12:31:00,IP Address,80.187.100.37,26,34,False,2025-04-03 12:31:05,R_5cD1lF2NTV1vOiR,,,,,50.1235,8.6648,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,QID1,,
2025-04-03 14:04:54,2025-04-03 14:09:34,IP Address,107.152.125.157,100,280,True,2025-04-03 14:09:35,R_3q98tNq1ROVApoA,,,,,60.5544,-151.2583,anonymous,EN,1,,Yes,25 - 34,United States of America,Bachelor’s degree,Suburban,"Other, please specify...",Oil and gas,Not very knowledgeable,Neutral/ Unsure,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3,4,1,6,2,5,Very little,Social media,No,3,Yes,No,"No, not interested",,8,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Global Climate Change",,,,Unknown,0.07692307692307693,"QID1,QID24",,
2025-04-03 14:34:10,2025-04-03 14:38:06,IP Address,146.75.253.77,100,236,True,2025-04-03 14:38:07,R_3yegdlLSBJdL6zO,,,,,40.7126,-74.0066,anonymous,EN,0.8999999761581421,,Yes,65+,United States of America,Master’s degree or higher,Urban,"Other, please specify...","Retired ",Neutral,"Yes, very serious","Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3,2,1,5,6,4,Somewhat,"News websites,TV/radio",No,10,No,Yes,"Yes, definitely",,9,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact",,,,Unknown,0.07692307692307693,"QID1,QID24",,
2025-04-03 14:53:57,2025-04-03 14:57:27,IP Address,174.203.0.234,100,209,True,2025-04-03 14:57:27,R_5rOq21fYgguTgBQ,,,,,29.7738,-95.406,anonymous,EN,0.8999999761581421,,Yes,55 - 64,United States of America,Bachelor’s degree,Suburban,"Other, please specify...",Retired,Neutral,Somewhat serious,"Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,3,4,6,2,5,Somewhat,I don’t usually seek out this information,No,7,No,Maybe,Maybe,,7,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",No,No,Health and Safety,,,,Unknown,0.07692307692307693,"QID1,QID24",,
2025-04-03 15:01:34,2025-04-03 15:05:56,IP Address,70.107.78.238,100,262,True,2025-04-03 15:05:57,R_7WPA0JvkOIX8ziW,,,,,40.7365,-74.0055,anonymous,EN,0.8999999761581421,,Yes,45 - 54,United States of America,Master’s degree or higher,Urban,"Other, please specify...",Art,Neutral,"Yes, very serious","Yes, I am slightly aware.",4.4 billion,It can lead to waterborne disease such as cholera and dysentery.,1,3,5,6,4,2,Somewhat,Social media,No,5,No,Maybe,Maybe,Quality of drinking water,2,Tools to report or monitor water issues locally,No,Maybe,Health and Safety,,Unknown,,Unknown,0.038461538461538464,QID1,,
2025-03-27 15:08:09,2025-03-27 15:08:50,IP Address,149.233.42.117,26,40,False,2025-04-03 15:08:51,R_7m2HKLQXp1oVUDG,,,,,52.5204,13.339,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Germany,Bachelor’s degree,Urban,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,QID1,,
2025-04-03 15:21:36,2025-04-03 15:27:38,IP Address,96.23.147.106,100,361,True,2025-04-03 15:27:38,R_3d4FrpCplwqbsA8,,,,,45.5312,-73.5863,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Canada,Master’s degree or higher,Urban,"Other, please specify...",UNEMPLOYED,Not knowledgeable at all,Not very serious,"No, I am aware of nothing related to water in my city.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,3,2,4,5,6,Very little,"Social media,News websites,TV/radio",Yes,1,I don't remember,Maybe,Maybe,"what variables may affect its quality, i.e. seasons ? Does the water quality tend to be better during winter than summer ? How good is the water quality in Canada as I expect to be very good but might be mislead.",1,"Interactive maps,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",No,No,"Health and Safety,Local impact",,Unknown,,Unknown,0.038461538461538464,QID1,,
2025-03-27 17:17:00,2025-03-27 17:17:07,IP Address,77.249.251.166,7,6,False,2025-04-03 17:17:13,R_3pMNA672EcEJrCF,,,,,52.3373,4.9642,anonymous,EN,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,QID1,,
2025-04-03 17:32:22,2025-04-03 17:38:12,IP Address,65.78.146.116,100,350,True,2025-04-03 17:38:13,R_5KuRkLYRvPh7ZAd,,,,,38.6226,-121.3885,anonymous,EN,0.8999999761581421,,Yes,55 - 64,United States of America,Bachelor’s degree,Suburban,"Other, please specify...","Retired ",Neutral,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,It has no significant impact on human health or the environment.",2,4,6,1,5,3,Somewhat,"News websites,TV/radio,Word of mouth",No,9,No,Yes,"Yes, definitely","Impacts of fluoride ",7,"Interactive maps,Educational information,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",No,Maybe,"Concern for future generations,Health and Safety,Global Climate Change,Community involvement",,Unknown,,Unknown,0.038461538461538464,QID1,,
2025-04-03 18:19:12,2025-04-03 19:01:43,IP Address,74.110.231.190,100,2550,True,2025-04-03 19:01:43,R_7dRHKsKojtgoLrK,,,,,36.8558,-76.0042,anonymous,EN,0.8999999761581421,,Yes,25 - 34,United States of America,Bachelor’s degree,Suburban,Science,,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,5,3,1,4,6,Somewhat,"Social media,News websites,TV/radio,Word of mouth,Educational platforms",Yes,8,Yes,Yes,"Yes, definitely",Infrastructure related water quality issues- old building/piping,5,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",,Unknown,,,0.038461538461538464,QID1,,
2025-03-27 19:01:52,2025-03-27 19:02:02,IP Address,103.151.172.36,7,9,False,2025-04-03 19:02:02,R_9phbRcBICWNgeLD,,,,,22.2578,114.1657,anonymous,EN,0.8999999761581421,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,QID1,,
2025-04-03 19:20:09,2025-04-03 19:29:13,IP Address,97.178.95.105,100,544,True,2025-04-03 19:29:14,R_7hKEGXizNtXExii,,,,,29.6471,-95.4871,anonymous,EN,0.8999999761581421,,Yes,55 - 64,United States of America,Master’s degree or higher,Suburban,Transport,,Somewhat knowledgeable,Not serious at all,"No, I am aware of nothing related to water in my city.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,2,3,6,4,5,A lot,"Social media,News websites,TV/radio,Word of mouth",No,10,Yes,Yes,"Yes, definitely",What controls are in place to address the risks of poor water quality.,10,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",Maybe,Maybe,Health and Safety,,Unknown,,,0.038461538461538464,QID1,,
2025-04-03 19:35:50,2025-04-03 19:40:36,IP Address,75.188.241.101,100,285,True,2025-04-03 19:40:37,R_6B2K0LaWBC07OqR,,,,,41.4453,-81.6991,anonymous,EN,0.8999999761581421,,Yes,35 - 44,United States of America,Master’s degree or higher,Urban,Industry,,Not very knowledgeable,Somewhat serious,"No, I am aware of nothing related to water in my city.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,5,1,3,6,4,Not at all,"Social media,News websites",No,3,No,Maybe,"Yes, definitely",,5,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Health and Safety,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-03 21:53:03,2025-04-03 21:58:34,IP Address,104.220.34.24,100,331,True,2025-04-03 21:58:35,R_3FnNxx5VlwoTlfk,,,,,38.6829,-121.7969,anonymous,EN,0.8999999761581421,,Yes,55 - 64,United States of America,Bachelor’s degree,Rural,"Other, please specify...",Retired,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,2,3,4,5,6,Somewhat,News websites,No,7,Yes,Maybe,Maybe,Purification systems,7,"Interactive maps,Visualizations of up-to-date water quality data of your city,Personalized content (AI-agent)",Maybe,No,"Concern for future generations,Health and Safety",,Unknown,,Unknown,0.038461538461538464,QID1,,
2025-04-03 23:55:24,2025-04-04 00:04:15,IP Address,213.55.241.185,100,530,True,2025-04-04 00:04:15,R_2S9AmjweqrDiMrn,,,,,47.3934,8.5163,anonymous,EN,0.8999999761581421,,Yes,55 - 64,Switzerland,Secondary education,Urban,Education,,Neutral,Neutral/ Unsure,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4,5,2,6,1,3,Somewhat,"Social media,News websites",No,9,No,Maybe,"Yes, definitely",,7,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city",Maybe,No,"Concern for future generations,Global Climate Change",,,,,0.07692307692307693,"QID1,QID24",,
2025-04-04 02:06:00,2025-04-04 02:12:46,IP Address,188.60.170.26,100,405,True,2025-04-04 02:12:46,R_2gibNtTxaqHgUbn,,,,,47.4247,8.547,anonymous,EN,1,,Yes,45 - 54,Switzerland,Secondary education,Suburban,"Other, please specify...",art,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4,2,3,5,1,6,A lot,"Social media,News websites,TV/radio,Educational platforms",No,10,No,Maybe,"Yes, definitely",micro plastic and hormone content,9,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",,Unknown,,Unknown,0.038461538461538464,QID1,,
2025-04-04 03:11:45,2025-04-04 03:21:10,IP Address,94.109.12.177,100,564,True,2025-04-04 03:21:10,R_7CEHVtWNZ84GnK3,,,,,50.8274,4.348,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Belgium,Master’s degree or higher,Suburban,Student,,Neutral,Somewhat serious,"No, I am aware of nothing related to water in my city.",2.2 billion,I am unsure.,1,5,6,3,4,2,Very little,"Social media,Word of mouth",No,3,No,Yes,"Yes, definitely",,3,"Interactive maps,Educational information,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",No,No,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby",,,,,0.07692307692307693,"QID1,QID24",,
2025-03-28 04:27:00,2025-03-28 04:27:21,IP Address,81.173.75.219,7,20,False,2025-04-04 04:27:27,R_8MMA0JYpFFCWnKR,,,,,51.5957,5.3109,anonymous,EN,0.8999999761581421,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,QID1,,
2025-03-28 04:51:36,2025-03-28 04:52:28,IP Address,31.60.103.67,7,52,False,2025-04-04 04:52:29,R_7Pc0N5OjOTVtN05,,,,,51.0864,16.9896,anonymous,EN,0.8999999761581421,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,QID1,,
2025-03-28 04:54:48,2025-03-28 04:55:31,IP Address,188.207.118.86,26,42,False,2025-04-04 04:55:36,R_8JgzTIn3CM6CWqd,,,,,52.3543,4.8951,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,QID1,,
2025-03-28 04:52:10,2025-03-28 04:56:51,IP Address,80.113.48.214,81,281,False,2025-04-04 04:56:52,R_2y9Tebe6Nz6D3Lr,,,,,52.4091,4.8896,anonymous,EN,1,,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Finance and Commerce,,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,4,3,5,6,2,Somewhat,"News websites,Word of mouth",No,8,No,Yes,"Yes, definitely",,,,,,,,,,,0.09523809523809523,"QID1,QID24",,
2025-03-28 05:11:24,2025-03-28 05:12:38,IP Address,191.156.36.17,26,74,False,2025-04-04 05:12:41,R_3dghXoGZAfVT5uB,,,,,6.2529,-75.5646,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Colombia,Bachelor’s degree,Urban,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,QID1,,
2025-03-28 06:35:53,2025-03-28 06:36:19,IP Address,83.64.54.1,7,25,False,2025-04-04 06:36:27,R_7xAitGbtZcXEQbe,,,,,47.4862,9.6838,anonymous,EN,0.8999999761581421,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,QID1,,
2025-03-28 06:33:56,2025-03-28 06:36:44,IP Address,81.244.141.200,63,167,False,2025-04-04 06:36:46,R_5PH65fBCrUW4pLx,,,,,50.879,4.3525,anonymous,EN,0.8999999761581421,,Yes,18 - 24,Belgium,Bachelor’s degree,Rural,Student,,Not very knowledgeable,"Yes, very serious","No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2,6,5,4,3,1,Very little,"Social media,News websites,TV/radio",No,,,,,,,,,,,,,,,0.0625,QID1,,
2025-03-28 06:39:31,2025-03-28 06:40:10,IP Address,185.69.145.190,26,39,False,2025-04-04 06:40:24,R_8l0oEH28dvZM4xD,,,,,51.4964,-0.1224,anonymous,EN,0.8999999761581421,,Yes,18 - 24,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Urban,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,QID1,,
2025-03-28 07:09:08,2025-03-28 07:10:02,IP Address,140.180.240.233,26,54,False,2025-04-04 07:10:03,R_7w98rtfepEp2C0V,,,,,40.3699,-74.6381,anonymous,EN,0.699999988079071,,Yes,18 - 24,United States of America,Bachelor’s degree,Suburban,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,QID1,,
2025-03-28 07:01:23,2025-03-28 07:10:18,IP Address,71.234.237.185,81,534,False,2025-04-04 07:10:19,R_576G5tg0LSKSVep,,,,,42.2904,-71.0712,anonymous,EN,0.8999999761581421,,Yes,18 - 24,United States of America,Bachelor’s degree,Urban,Student,,Not very knowledgeable,Neutral/ Unsure,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4,2,3,5,6,1,Somewhat,"Social media,News websites,TV/radio",No,4,Yes,Maybe,"Yes, definitely",,,,,,,,,,,0.09523809523809523,"QID1,QID24",,
2025-04-04 07:09:30,2025-04-04 07:19:41,IP Address,37.168.12.211,100,610,True,2025-04-04 07:19:41,R_82La8lgtgTDKoRb,,,,,48.8582,2.3387,anonymous,EN,0.8999999761581421,,Yes,55 - 64,France,Bachelor’s degree,Suburban,Healthcare,,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",5,4,1,6,3,2,A lot,"Social media,News websites,Word of mouth",No,10,No,Yes,"Yes, definitely",Wayer company obligation to invest in infrastructure,10,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",,Unknown,,,0.038461538461538464,QID1,,
2025-04-04 07:02:35,2025-04-04 07:23:00,IP Address,46.21.54.47,100,1225,True,2025-04-04 07:23:00,R_2g6YH1slNrwYq8G,,,,,34.6874,33.0366,anonymous,EN,0.8999999761581421,,Yes,45 - 54,Cyprus,Bachelor’s degree,Urban,Finance and Commerce,,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1,2,3,6,5,4,A lot,"Social media,News websites",No,10,No,Yes,"Yes, definitely",,8,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Health and Safety,Local impact",,,,,0.07692307692307693,"QID1,QID24",,
