Finished,Q_RecaptchaScore,Participate,Age,Country of Residence,Level of Education,Living Area,Occupation,General Awareness,Seriousness of City Water Quality,Awareness of city Management,Ppl with no Drinking Water 2023,Causes of Poor Water Quality,Agriculture,Global Warming,Industrial Waste,Marine Dumping of Garbage,Oil Leaks and Spills,Sewage and Wastewater,Attention given to Water on the News,Source of Awareness,Know of Urban Aquatic Ecosystem,Interest in Water Quality Management,Participated in Water Conservation Actitivites,Interest in Learning More,Interest in Learning more about City,What would you want to learn about,Likelihood in using digital platform,Features of Platform,Interested in Contributing to Platform,Interest in joining Community,Motivations to engage with environmental causes,Unanswered Percentage
True,0.8999999761581421,Yes,55 - 64,France,Bachelor’s degree,Suburban,Healthcare,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",5.0,4.0,1.0,6.0,3.0,2.0,A lot,"Social media,News websites,Word of mouth",No,10.0,No,Yes,"Yes, definitely",Wayer company obligation to invest in infrastructure,10.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0384615384615384
True,0.8999999761581421,Yes,45 - 54,Cyprus,Bachelor’s degree,Urban,Finance and Commerce,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,3.0,6.0,5.0,4.0,A lot,"Social media,News websites",No,10.0,No,Yes,"Yes, definitely",,8.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Health and Safety,Local impact",0.0769230769230769
False,0.8999999761581421,Yes,18 - 24,Latvia,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,6.0,3.0,5.0,2.0,Somewhat,"Social media,News websites,Word of mouth,Educational platforms",No,,,,,,,,,,,0.0625
True,0.8999999761581421,Yes,55 - 64,United States of America,Master’s degree or higher,Suburban,Healthcare,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,5.0,6.0,2.0,4.0,Somewhat,"Social media,News websites,TV/radio,Educational platforms",Yes,10.0,Yes,Yes,"Yes, definitely",,8.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Global Climate Change,Personal interest/hobby",0.0769230769230769
False,0.8999999761581421,Yes,18 - 24,Mexico,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,4.0,1.0,5.0,6.0,2.0,Somewhat,"Social media,News websites,Word of mouth",No,7.0,Yes,Yes,"Yes, definitely",,,,,,,0.0952380952380952
True,0.8999999761581421,Yes,18 - 24,Cyprus,Bachelor’s degree,Urban,Education,Not very knowledgeable,Neutral/ Unsure,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",5.0,2.0,1.0,6.0,4.0,3.0,Very little,"Social media,Word of mouth",Yes,4.0,Yes,Maybe,Maybe,How I as an individual can improve water qualities and what the government is doing to help ,5.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent),Tools to report or monitor water issues locally",No,No,"Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
False,0.8999999761581421,Yes,45 - 54,Mexico,Bachelor’s degree,Urban,Housewife,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.699999988079071,Yes,45 - 54,Mexico,Bachelor’s degree,Urban,Home ,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.8999999761581421,Yes,18 - 24,Germany,Bachelor’s degree,Suburban,Student,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.8999999761581421,Yes,45 - 54,United States of America,Bachelor’s degree,Suburban,Stay home mom,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,1.0,3.0,2.0,4.0,5.0,6.0,Somewhat,News websites,No,,,,,,,,,,,0.0625
False,0.8999999761581421,Yes,25 - 34,Mexico,Bachelor’s degree,Urban,Healthcare,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,It can lead to waterborne disease such as cholera and dysentery.,4.0,3.0,5.0,6.0,2.0,1.0,Somewhat,Social media,No,,,,,,,,,,,0.0625
False,0.8999999761581421,Yes,55 - 64,Mexico,Master’s degree or higher,Urban,Tourism and Hospitality,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,5.0,4.0,1.0,6.0,3.0,Very little,Social media,Yes,8.0,No,Maybe,Maybe,I would like to learn about the places which need water,,,,,,0.0476190476190476
False,0.8999999761581421,Yes,55 - 64,United Kingdom of Great Britain and Northern Ireland,Master’s degree or higher,Urban,Humanities - law ,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.8999999761581421,Yes,35 - 44,Mexico,Bachelor’s degree,Urban,Finance and Commerce,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,0.800000011920929,Yes,18 - 24,Canada,Bachelor’s degree,Urban,Student,Not very knowledgeable,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,3.0,5.0,6.0,1.0,Very little,Social media,No,1.0,No,Maybe,Maybe,,,,,,,0.0952380952380952
True,1.0,Yes,55 - 64,Panama,Master’s degree or higher,Urban,Textile,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,3.0,6.0,5.0,2.0,Somewhat,TV/radio,No,10.0,Yes,Yes,"Yes, definitely",Simply ways to mesure the quality of water around us,7.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Community involvement",0.0384615384615384
False,0.8999999761581421,Yes,18 - 24,Hong Kong (S.A.R.),Bachelor’s degree,Urban,Student,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,0.699999988079071,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Finance and Commerce,Not very knowledgeable,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,It has no significant impact on human health or the environment.",2.0,5.0,3.0,4.0,6.0,1.0,Not at all,"Word of mouth,I don’t usually seek out this information",Yes,1.0,No,Maybe,Maybe,,1.0,Forums for public discussion,Maybe,Maybe,Community involvement,0.0769230769230769
False,0.8999999761581421,Yes,45 - 54,Spain,Bachelor’s degree,Urban,Actualmente desocupada ,Not very knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,3.0,5.0,6.0,2.0,Somewhat,TV/radio,No,,,,,,,,,,,0.0625
False,0.8999999761581421,Yes,45 - 54,Mexico,Bachelor’s degree,Urban,Construction,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
False,1.0,Yes,45 - 54,Germany,Master’s degree or higher,Suburban,Home & Beauty,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428
True,0.8999999761581421,Yes,18 - 24,France,Bachelor’s degree,Urban,Healthcare,Not knowledgeable at all,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,5.0,2.0,4.0,6.0,3.0,Somewhat,"Social media,Word of mouth",No,7.0,No,Yes,"Yes, definitely",,5.0,"Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact",0.0769230769230769
True,0.6000000238418579,Yes,18 - 24,Cyprus,Bachelor’s degree,Urban,Student,Neutral,Not very serious,"No, I am aware of nothing related to water in my city.",1.5 billion,I am unsure.,4.0,3.0,5.0,1.0,6.0,2.0,Very little,Word of mouth,No,6.0,No,Maybe,Maybe,,7.0,"Interactive maps,Visualisations of up-to-date water quality data globally",Yes,Maybe,Local impact,0.0769230769230769
True,1.0,Yes,35 - 44,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Urban,Public Service,Not very knowledgeable,Somewhat serious,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,1.0,6.0,5.0,4.0,Very little,"News websites,Word of mouth",No,3.0,No,Yes,"Yes, definitely",,3.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Health and Safety,Local impact",0.0769230769230769
True,1.0,Yes,25 - 34,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Urban,IT,Somewhat knowledgeable,Neutral/ Unsure,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,2.0,5.0,6.0,1.0,4.0,Somewhat,"Social media,News websites,Word of mouth,I don’t usually seek out this information",Yes,4.0,No,Maybe,Maybe,Salt vs Fresh water urban aquatic systems and pollution impact against each - and if the same policy can be applied to both. ,5.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",No,No,"Health and Safety,Personal interest/hobby",0.0384615384615384
True,0.8999999761581421,Yes,65+,Albania,Bachelor’s degree,Rural,Forestry and Fisheries,Very knowledgeable,Not serious at all,"Yes, I am very aware of the city’s water quality and management",800 million,It can lead to waterborne disease such as cholera and dysentery.,5.0,3.0,2.0,1.0,6.0,4.0,A lot,Social media,No,1.0,Yes,Yes,"No, not interested",I would like to learn about how water quality affects chromosome malfunction and premature ejaculation in tennagers.,1.0,Interactive maps,Yes,Yes,Concern for future generations,0.0384615384615384
True,1.0,Yes,55 - 64,Sweden,Master’s degree or higher,Suburban,Industry,Neutral,Not very serious,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,6.0,4.0,5.0,Somewhat,"Social media,News websites,TV/radio",No,7.0,No,Yes,Maybe,"How the water quality is monitored at water reservoirs, like sampling and what they look for.",5.0,"Educational information,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety",0.0384615384615384
True,1.0,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,Somewhat serious,"Yes, I am slightly aware.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,5.0,2.0,3.0,6.0,1.0,Somewhat,"Social media,Word of mouth",No,7.0,I don't remember,Maybe,"Yes, definitely",,4.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Maybe,Maybe,"Health and Safety,Local impact",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not knowledgeable at all,Somewhat serious,"No, I am aware of nothing related to water in my city.",1.5 billion,I am unsure.,2.0,5.0,3.0,6.0,4.0,1.0,Somewhat,"Social media,News websites,Educational platforms",No,8.0,No,Yes,"Yes, definitely",Water pollution solutions ,8.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Health and Safety",0.0384615384615384
True,1.0,Yes,25 - 34,Netherlands,Master’s degree or higher,Urban,Finance and Commerce,Somewhat knowledgeable,Neutral/ Unsure,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,2.0,5.0,6.0,1.0,4.0,Somewhat,"Social media,News websites",Yes,8.0,Yes,Yes,"Yes, definitely",Why is water blue. ,7.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
True,1.0,Yes,45 - 54,United States of America,Secondary education,Urban,Public Service,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,5.0,1.0,6.0,3.0,A lot,"Social media,News websites,TV/radio,Educational platforms",No,9.0,No,Yes,"Yes, definitely",How bad water quality can affect your health.,8.0,"Educational information,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
